1.131412822,0.078,,0.953389831,0.110622331
2.25144507,0.222,,2.097457627,0.213578729
3.173967892,0.342,,3.050847458,0.320368094
4.097404405,0.429,,4.004237288,0.423340665
5.020333312,0.537,,4.957627119,0.537763618
5.944505853,0.614,,5.911016949,0.644552982
7.030782314,0.764,,7.055084746,0.751326174
8.190399356,0.905,,8.008474576,0.861932333
9.915265213,1.082,,8.771186441,0.96873787
14.58684862,1.243,,9.915254237,1.056427093
18.32511283,1.221,,11.05932203,1.117398758
21.57595403,1.076,,12.01271186,1.147852245
27.02549796,1.008,,12.96610169,1.174488938
32.32667476,1.049,,16.39830508,1.223816147
37.63676696,1.101,,19.06779661,1.1777882
43.01026374,1.11,,20.02118644,1.124272222
48.2945511,1.122,,21.73728814,1.024890025
,,,24.02542373,0.982711217
0.24,0.318,,26.31355932,0.971066762
0.24,0.462,,28.79237288,0.98612369
0.24,0.582,,30.69915254,1.008862725
0.24,0.669,,32.41525424,1.03925152
0.24,0.777,,34.70338983,1.069591797
0.24,0.854,,36.99152542,1.080848105
0.24,1.004,,39.08898305,1.095937379
0.24,1.145,,41.18644068,1.095759477
0.24,1.322,,43.09322034,1.095597749
0.24,1.483,,45.38135593,1.091586881
0.24,1.461,,,
0.24,1.316,,,
0.24,1.248,,,
0.24,1.289,,,
0.24,1.341,,,
0.24,1.35,,,
0.24,1.362,,,
