0.45299,-0.48167,-0.33383,0.0065361,0.31074,0.51438,0.4587
0.45543,-0.49281,-0.33604,0.0078849,0.39723,0.51234,0.45944
0.4581,-0.50133,-0.32544,0.022785,0.44975,0.51102,0.46001
0.46094,-0.50743,-0.30455,0.047793,0.47805,0.51038,0.46051
0.4639,-0.51133,-0.27592,0.079465,0.49188,0.51036,0.46102
0.46693,-0.51323,-0.2421,0.11436,0.50099,0.51093,0.46163
0.46997,-0.51334,-0.20562,0.14902,0.51464,0.51203,0.46242
0.47297,-0.51186,-0.16904,0.18002,0.53444,0.51362,0.46349
0.47588,-0.50901,-0.13488,0.2039,0.55592,0.51563,0.46491
0.47864,-0.50498,-0.10521,0.21846,0.57444,0.51804,0.46678
0.48122,-0.49999,-0.079297,0.23714,0.58612,0.52078,0.46918
0.48361,-0.49425,-0.055503,0.28034,0.59122,0.5238,0.47216
0.48581,-0.48795,-0.032174,0.33235,0.59147,0.52707,0.47557
0.48785,-0.4813,-0.0077608,0.36596,0.58858,0.53052,0.47922
0.48973,-0.47452,0.018165,0.38471,0.58428,0.53412,0.48291
0.49144,-0.46777,0.045334,0.39886,0.57994,0.53781,0.48642
0.49301,-0.45919,0.073466,0.41865,0.57579,0.54156,0.48958
0.49444,-0.4441,0.10228,0.4529,0.57176,0.54533,0.49216
0.49578,-0.41772,0.13144,0.49543,0.5678,0.5491,0.49398
0.49708,-0.38088,0.16062,0.53226,0.56387,0.55283,0.49505
0.49838,-0.34263,0.18946,0.55922,0.5599,0.55649,0.49559
0.49972,-0.3116,0.21766,0.57745,0.55584,0.56004,0.4958
0.50115,-0.28796,0.24508,0.58883,0.55167,0.56346,0.49592
0.50272,-0.2677,0.27169,0.59555,0.54747,0.56674,0.49616
0.50446,-0.24676,0.29741,0.59979,0.54343,0.56989,0.49675
0.50636,-0.22117,0.32224,0.60342,0.53974,0.57295,0.4979
0.50833,-0.19049,0.34677,0.6068,0.53656,0.57592,0.49963
0.5103,-0.1599,0.37203,0.60982,0.53408,0.57883,0.50173
0.51219,-0.135,0.39904,0.61235,0.53248,0.5817,0.50397
0.51395,-0.11664,0.42878,0.61429,0.53194,0.58454,0.50611
0.51548,-0.095234,0.46056,0.61552,0.53265,0.58736,0.50793
0.51673,-0.062975,0.49165,0.61601,0.53477,0.59014,0.50918
0.51761,-0.025458,0.5197,0.61581,0.53842,0.59287,0.50964
0.51807,0.0083289,0.54493,0.61498,0.54336,0.59553,0.50918
0.51803,0.035129,0.56838,0.61358,0.54925,0.59811,0.50797
0.51745,0.058233,0.59065,0.61167,0.55576,0.60057,0.50624
0.51625,0.081288,0.61146,0.60929,0.56257,0.60291,0.50421
0.51438,0.10788,0.63045,0.60652,0.56935,0.60509,0.50211
0.51176,0.13899,0.64721,0.60341,0.57576,0.60704,0.50014
0.50841,0.17204,0.66134,0.60003,0.58151,0.6087,0.49855
0.50451,0.20418,0.67243,0.59645,0.58657,0.61001,0.49753
0.50028,0.23317,0.68006,0.59278,0.5911,0.6109,0.49707
0.49594,0.25954,0.68384,0.58911,0.59523,0.61131,0.49694
0.49172,0.28468,0.68388,0.58552,0.5991,0.61118,0.49689
0.48783,0.30997,0.68114,0.58211,0.60284,0.61053,0.49667
0.48449,0.33669,0.67663,0.57905,0.6066,0.60942,0.49602
0.48181,0.36413,0.67135,0.5765,0.61052,0.60795,0.49471
0.47956,0.39003,0.66631,0.57465,0.61471,0.60619,0.4925
0.47746,0.41214,0.66216,0.57368,0.61908,0.60421,0.48933
0.47522,0.43028,0.65885,0.57377,0.62347,0.60208,0.48527
0.47255,0.44842,0.65624,0.5749,0.6277,0.5999,0.48039
0.46918,0.47105,0.65418,0.57694,0.63161,0.59773,0.47473
0.46482,0.50264,0.65253,0.57974,0.63502,0.59559,0.46838
0.45918,0.54709,0.65116,0.58317,0.63775,0.59348,0.46139
0.45212,0.59856,0.64993,0.58708,0.63969,0.5914,0.45387
0.44396,0.64312,0.64871,0.59132,0.64089,0.58932,0.44597
0.43517,0.67458,0.64747,0.59576,0.64143,0.58726,0.43784
0.42622,0.69486,0.64621,0.6003,0.64141,0.58519,0.42965
0.41757,0.70622,0.64493,0.60488,0.64092,0.58312,0.42156
0.40969,0.71091,0.64362,0.60945,0.64005,0.58099,0.41371
0.40292,0.71121,0.64229,0.61394,0.63891,0.57876,0.40625
0.39713,0.70937,0.64093,0.61828,0.63756,0.57637,0.39909
0.39201,0.7076,0.63953,0.62242,0.63612,0.57375,0.39211
0.38725,0.70684,0.63805,0.62629,0.63462,0.57083,0.38517
0.38255,0.70684,0.63643,0.6299,0.63304,0.56757,0.37813
0.3776,0.70733,0.63464,0.63325,0.63137,0.5639,0.37085
0.37212,0.70801,0.63261,0.63634,0.6296,0.55977,0.36321
0.36582,0.7086,0.63031,0.63918,0.62771,0.55521,0.35506
0.35869,0.70881,0.62768,0.64177,0.6257,0.55025,0.34637
0.35082,0.70836,0.62467,0.64412,0.62354,0.54496,0.33729
0.34229,0.70711,0.62125,0.64624,0.62122,0.53936,0.32798
0.33318,0.70513,0.61754,0.64813,0.61875,0.53352,0.3186
0.32356,0.70251,0.61392,0.64981,0.6161,0.52748,0.30931
0.31353,0.69935,0.61076,0.6513,0.6133,0.52127,0.30028
0.30317,0.69572,0.60845,0.65262,0.61035,0.51495,0.29165
0.29257,0.69171,0.60737,0.65381,0.60724,0.50853,0.28359
0.28187,0.68743,0.60792,0.65489,0.60398,0.50206,0.27614
0.27121,0.68296,0.61046,0.65589,0.60059,0.49557,0.26917
0.26072,0.67847,0.61533,0.65683,0.59713,0.48908,0.26253
0.25055,0.67412,0.62216,0.65771,0.59368,0.48265,0.25609
0.24082,0.67009,0.63002,0.65847,0.59035,0.47626,0.24971
0.23168,0.66655,0.63797,0.65904,0.58722,0.46989,0.24324
0.22326,0.66359,0.64516,0.65936,0.58437,0.4635,0.23654
0.21571,0.66119,0.65138,0.65936,0.58191,0.45706,0.22948
0.20906,0.65926,0.6567,0.65898,0.57991,0.45052,0.22194
0.20312,0.65774,0.6612,0.65815,0.57831,0.44385,0.21398
0.19764,0.65656,0.66495,0.65687,0.57682,0.43702,0.20573
0.19238,0.65564,0.66804,0.6552,0.57517,0.42999,0.19732
0.18712,0.65491,0.67054,0.65322,0.57303,0.42276,0.18889
0.1816,0.6543,0.67253,0.651,0.57013,0.41534,0.18056
0.17559,0.65374,0.67409,0.64862,0.56615,0.40776,0.17248
0.16888,0.65316,0.67529,0.64614,0.56082,0.40001,0.16475
0.16147,0.65249,0.67623,0.64365,0.5541,0.39213,0.15738
0.15349,0.65172,0.67696,0.64121,0.5465,0.38411,0.15028
0.14507,0.65095,0.67758,0.63887,0.53859,0.37598,0.14335
0.13632,0.65023,0.6781,0.63664,0.53095,0.36777,0.1365
0.12739,0.64965,0.67853,0.6345,0.52415,0.35953,0.12961
0.11838,0.64929,0.67885,0.63244,0.51869,0.35133,0.12261
0.10943,0.64923,0.67904,0.63044,0.51443,0.34322,0.11538
0.10065,0.64953,0.67911,0.6285,0.5109,0.33528,0.10785
0.092068,0.65029,0.67904,0.62659,0.5076,0.32757,0.099997
0.083646,0.65157,0.67882,0.62471,0.50404,0.32014,0.091865
0.075351,0.65345,0.67846,0.62277,0.49974,0.31303,0.083488
0.067154,0.65595,0.67799,0.6207,0.49421,0.30606,0.074902
0.059019,0.65897,0.67744,0.6184,0.48727,0.29892,0.066145
0.050916,0.66241,0.67681,0.61577,0.47921,0.29133,0.057253
0.04281,0.66616,0.67615,0.61272,0.47037,0.28299,0.048263
0.034673,0.67012,0.67548,0.60916,0.46107,0.27375,0.039217
0.026493,0.67419,0.6748,0.60499,0.45165,0.26382,0.030166
0.018275,0.67825,0.67413,0.6002,0.44242,0.25342,0.021161
0.010021,0.68221,0.67339,0.59486,0.43373,0.24279,0.012253
0.0017356,0.68595,0.67252,0.58907,0.4258,0.23218,0.0034927
