1.131412822,0.23092039
2.25144507,0.352642574
3.173967892,0.465063727
4.097404405,0.575058525
5.020333312,0.686401298
5.944505853,0.794441532
7.030782314,0.899044428
8.190399356,1.022406649
9.915265213,1.139354432
14.58684862,1.224584995
18.32511283,1.154891668
21.57595403,1.027288246
27.02549796,0.968275222
32.32667476,0.982980409
37.63676696,0.974010245
43.01026374,0.924777279
48.2945511,0.856221698
53.15190321,0.768412126
57.529374,0.673838167
62.39424052,0.566073656
67.5011706,0.456053859
72.36676124,0.3463664
77.23126154,0.239574392
82.09225327,0.14209959
87.19377707,0.046436468
92.29428972,-0.046541488
97.39561305,-0.141672283
102.7428066,-0.249167199
108.0896015,-0.355603341
112.9512396,-0.454794728
117.5706719,-0.551352907
122.4323824,-0.650736442
124.8221094,-1.231767785
127.5338099,-0.746143694
132.8665505,-0.815258072
138.1969599,-0.878181567
143.518044,-0.916341527
148.8240108,-0.914356327
154.1059115,-0.848462384
159.3933663,-0.797317744
164.707523,-0.817081516
169.3889665,-0.787151208
172.1058674,-0.606499738
173.9784746,-0.454848647
175.8506568,-0.302069108
178.1042599,-0.137281034
179.6073213,-0.029173402
